OCCUR_DATE,Incident Count,,Occur_Date,Incident Count,,New Years,,Memorial Day,,Thanksgiving,,Black Friday,,Christmas ,,,,,,,
08-01-2009,1,,12-07-2013,5,,,,,,,,,,,,,,,,,
08-01-2009,1,,12-07-2014,4,,,,,,,,,,,,,,,,,
08-01-2008,1,,12-07-2015,6,,,,,,,,,,,,,,,,,
08-01-2008,1,,12-07-2016,2,,,,,,,,,,,,,,,,,
08-01-2008,1,,12-07-2017,1,,,,,,,,,,,,,,,,,
08-01-2008,1,,12-07-2018,3,,,,,,,,,,,,,,,,,
08-01-2007,1,,12-08-2006,1,,,,,,,,,,,,,,,,,
08-01-2007,1,,12-08-2007,3,,,,,,,,,,,,,,,,,
08-01-2007,1,,12-08-2008,2,,,,,,,,,,,,,,,,,
08-01-2007,1,,12-08-2009,1,,,,,,,,,,,,,,,,,
08-01-2007,1,,12-08-2011,3,,,,,,,,,,,,,,,,,
08-01-2007,1,,12-08-2012,3,,,,,,,,,,,,,,,,,
08-01-2007,1,,12-08-2013,5,,,,,,,,,,,,,,,,,
08-01-2007,1,,12-08-2014,8,,,,,,,,,,,,,,,,,
08-01-2006,1,,12-08-2015,3,,,,,,,,,,,,,,,,,
08-01-2006,1,,12-08-2016,4,,,,,,,,,,,,,,,,,
08-01-2006,1,,12-08-2017,3,,,,,,,,,,,,,,,,,
08-01-2006,1,,12-08-2018,6,,,,,,,,,,,,,,,,,
08-01-2006,1,,12-09-2006,2,,,,,,,,,,,,,,,,,
08-01-2006,1,,12-09-2007,7,,,,,,,,,,,,,,,,,
08-01-2006,1,,12-09-2008,1,,,,,,,,,,,,,,,,,
08-01-2006,1,,12-09-2009,3,,,,,,,,,,,,,,,,,
08-01-2006,1,,12-09-2010,1,,,,,,,,,,,,,,,,,
08-01-2006,1,,12-09-2012,3,,,,,,,,,,,,,,,,,
07-09-2017,1,,12-09-2014,1,,,,,,,,,,,,,,,,,
07-09-2017,1,,12-09-2015,2,,,,,,,,,,,,,,,,,
07-09-2017,1,,12-09-2016,3,,,,,,,,,,,,,,,,,
07-09-2017,1,,12-09-2017,2,,,,,,,,,,,,,,,,,
07-09-2017,1,,12-09-2018,2,,,,,,,,,,,,,,,,,
07-09-2017,1,,12-10-2006,10,,,,,,,,,,,,,,,,,
07-09-2016,1,,12-10-2007,5,,,,,,,,,,,,,,,,,
07-09-2016,1,,12-10-2008,3,,,,,,,,,,,,,,,,,
07-09-2016,1,,12-10-2009,2,,,,,,,,,,,,,,,,,
07-09-2016,1,,12-10-2010,4,,,,,,,,,,,,,,,,,
07-09-2015,1,,12-10-2011,7,,,,,,,,,,,,,,,,,
07-09-2015,1,,12-10-2012,5,,,,,,,,,,,,,,,,,
07-09-2014,1,,12-10-2013,3,,,,,,,,,,,,,,,,,
07-09-2014,1,,12-10-2015,4,,,,,,,,,,,,,,,,,
07-09-2014,1,,12-10-2016,4,,,,,,,,,,,,,,,,,
07-09-2013,1,,12-10-2017,2,,,,,,,,,,,,,,,,,
07-09-2013,1,,12-10-2018,2,,,,,,,,,,,,,,,,,
07-09-2013,1,,12-11-2006,4,,,,,,,,,,,,,,,,,
07-09-2013,1,,12-11-2007,3,,,,,,,,,,,,,,,,,
07-09-2013,1,,12-11-2008,4,,,,,,,,,,,,,,,,,
07-09-2012,1,,12-11-2009,2,,,,,,,,,,,,,,,,,
07-09-2012,1,,12-11-2010,7,,,,,,,,,,,,,,,,,
07-09-2012,1,,12-11-2011,7,,,,,,,,,,,,,,,,,
07-09-2012,1,,12-11-2012,5,,,,,,,,,,,,,,,,,
07-09-2012,1,,12-11-2013,1,,,,,,,,,,,,,,,,,
07-09-2012,1,,12-11-2014,1,,,,,,,,,,,,,,,,,
07-09-2012,1,,12-11-2015,4,,,,,,,,,,,,,,,,,
07-09-2012,1,,12-11-2016,11,,,,,,,,,,,,,,,,,
07-09-2012,1,,12-11-2017,1,,,,,,,,,,,,,,,,,
07-09-2011,1,,12-11-2018,2,,,,,,,,,,,,,,,,,
07-09-2011,1,,12-12-2006,3,,,,,,,,,,,,,,,,,
07-09-2011,1,,12-12-2008,2,,,,,,,,,,,,,,,,,
07-09-2011,1,,12-12-2009,3,,,,,,,,,,,,,,,,,
07-09-2011,1,,12-12-2010,6,,,,,,,,,,,,,,,,,
07-09-2010,1,,12-12-2011,11,,,,,,,,,,,,,,,,,
07-09-2010,1,,12-12-2012,4,,,,,,,,,,,,,,,,,
07-09-2010,1,,12-12-2014,9,,,,,,,,,,,,,,,,,
07-09-2009,1,,12-12-2015,3,,,,,,,,,,,,,,,,,
07-09-2008,1,,12-12-2016,3,,,,,,,,,,,,,,,,,
07-09-2008,1,,12-12-2017,1,,,,,,,,,,,,,,,,,
07-09-2007,1,,12-12-2018,2,,,,,,,,,,,,,,,,,
07-09-2007,1,,12-13-2006,3,,,,,,,,,,,,,,,,,
07-09-2007,1,,12-13-2008,8,,,,,,,,,,,,,,,,,
07-09-2007,1,,12-13-2009,4,,,,,,,,,,,,,,,,,
07-09-2007,1,,12-13-2010,6,,,,,,,,,,,,,,,,,
07-09-2007,1,,12-13-2011,4,,,,,,,,,,,,,,,,,
07-09-2007,1,,12-13-2012,4,,,,,,,,,,,,,,,,,
07-09-2007,1,,12-13-2013,3,,,,,,,,,,,,,,,,,
07-09-2007,1,,12-13-2014,4,,,,,,,,,,,,,,,,,
07-09-2007,1,,12-13-2015,7,,,,,,,,,,,,,,,,,
07-09-2007,1,,12-13-2016,3,,,,,,,,,,,,,,,,,
07-09-2007,1,,12-13-2017,4,,,,,,,,,,,,,,,,,
07-09-2006,1,,12-14-2006,1,,,,,,,,,,,,,,,,,
07-09-2006,1,,12-14-2007,2,,,,,,,,,,,,,,,,,
07-09-2006,1,,12-14-2008,9,,,,,,,,,,,,,,,,,
07-09-2006,1,,12-14-2010,1,,,,,,,,,,,,,,,,,
07-09-2006,1,,12-14-2011,4,,,,,,,,,,,,,,,,,
07-09-2006,1,,12-14-2012,2,,,,,,,,,,,,,,,,,
07-09-2006,1,,12-14-2013,3,,,,,,,,,,,,,,,,,
07-09-2006,1,,12-14-2014,8,,,,,,,,,,,,,,,,,
07-09-2006,1,,12-14-2015,7,,,,,,,,,,,,,,,,,
07-09-2006,1,,12-14-2016,2,,,,,,,,,,,,,,,,,
07-09-2006,1,,12-14-2017,1,,,,,,,,,,,,,,,,,
07-09-2006,1,,12-14-2018,1,,,,,,,,,,,,,,,,,
07-09-2006,1,,12-15-2006,6,,,,,,,,,,,,,,,,,
07-08-2016,1,,12-15-2007,2,,,,,,,,,,,,,,,,,
07-08-2016,1,,12-15-2008,3,,,,,,,,,,,,,,,,,
07-08-2016,1,,12-15-2009,3,,,,,,,,,,,,,,,,,
07-08-2015,1,,12-15-2010,2,,,,,,,,,,,,,,,,,
07-08-2015,1,,12-15-2011,4,,,,,,,,,,,,,,,,,
07-08-2015,1,,12-15-2013,2,,,,,,,,,,,,,,,,,
07-08-2015,1,,12-15-2014,10,,,,,,,,,,,,,,,,,
07-08-2015,1,,12-15-2015,3,,,,,,,,,,,,,,,,,
07-08-2014,1,,12-15-2016,1,,,,,,,,,,,,,,,,,
07-08-2014,1,,12-15-2017,3,,,,,,,,,,,,,,,,,
07-08-2014,1,,12-15-2018,6,,,,,,,,,,,,,,,,,
07-08-2014,1,,12-16-2006,5,,,,,,,,,,,,,,,,,
07-08-2013,1,,12-16-2007,6,,,,,,,,,,,,,,,,,
07-08-2012,1,,12-16-2008,5,,,,,,,,,,,,,,,,,
07-08-2012,1,,12-16-2009,1,,,,,,,,,,,,,,,,,
07-08-2012,1,,12-16-2010,3,,,,,,,,,,,,,,,,,
07-08-2012,1,,12-16-2011,3,,,,,,,,,,,,,,,,,
07-08-2012,1,,12-16-2012,3,,,,,,,,,,,,,,,,,
07-08-2012,1,,12-16-2013,2,,,,,,,,,,,,,,,,,
07-08-2012,1,,12-16-2014,1,,,,,,,,,,,,,,,,,
07-08-2012,1,,12-16-2015,2,,,,,,,,,,,,,,,,,
07-08-2012,1,,12-16-2016,1,,,,,,,,,,,,,,,,,
07-08-2011,1,,12-16-2017,4,,,,,,,,,,,,,,,,,
07-08-2011,1,,12-16-2018,3,,,,,,,,,,,,,,,,,
07-08-2011,1,,12-17-2006,5,,,,,,,,,,,,,,,,,
07-08-2011,1,,12-17-2007,8,,,,,,,,,,,,,,,,,
07-08-2011,1,,12-17-2008,9,,,,,,,,,,,,,,,,,
07-08-2011,1,,12-17-2009,9,,,,,,,,,,,,,,,,,
07-08-2011,1,,12-17-2010,2,,,,,,,,,,,,,,,,,
07-08-2010,1,,12-17-2011,5,,,,,,,,,,,,,,,,,
07-08-2010,1,,12-17-2012,4,,,,,,,,,,,,,,,,,
07-08-2010,1,,12-17-2014,2,,,,,,,,,,,,,,,,,
07-08-2010,1,,12-17-2015,4,,,,,,,,,,,,,,,,,
07-08-2010,1,,12-17-2016,2,,,,,,,,,,,,,,,,,
07-08-2010,1,,12-17-2017,2,,,,,,,,,,,,,,,,,
07-08-2010,1,,12-18-2006,3,,,,,,,,,,,,,,,,,
07-08-2009,1,,12-18-2007,1,,,,,,,,,,,,,,,,,
07-08-2009,1,,12-18-2008,2,,,,,,,,,,,,,,,,,
07-08-2009,1,,12-18-2009,5,,,,,,,,,,,,,,,,,
07-08-2009,1,,12-18-2010,10,,,,,,,,,,,,,,,,,
07-08-2009,1,,12-18-2011,4,,,,,,,,,,,,,,,,,
07-08-2008,1,,12-18-2013,1,,,,,,,,,,,,,,,,,
07-08-2008,1,,12-18-2014,2,,,,,,,,,,,,,,,,,
07-08-2008,1,,12-18-2015,2,,,,,,,,,,,,,,,,,
07-08-2008,1,,12-18-2016,1,,,,,,,,,,,,,,,,,
07-08-2008,1,,12-18-2017,3,,,,,,,,,,,,,,,,,
07-08-2008,1,,12-18-2018,2,,,,,,,,,,,,,,,,,
07-08-2008,1,,12-19-2006,5,,,,,,,,,,,,,,,,,
07-08-2008,1,,12-19-2008,3,,,,,,,,,,,,,,,,,
07-08-2007,1,,12-19-2009,4,,,,,,,,,,,,,,,,,
07-08-2007,1,,12-19-2010,2,,,,,,,,,,,,,,,,,
07-08-2007,1,,12-19-2011,3,,,,,,,,,,,,,,,,,
07-08-2007,1,,12-19-2012,3,,,,,,,,,,,,,,,,,
07-08-2007,1,,12-19-2013,3,,,,,,,,,,,,,,,,,
07-08-2007,1,,12-19-2014,3,,,,,,,,,,,,,,,,,
07-08-2007,1,,12-19-2015,5,,,,,,,,,,,,,,,,,
07-08-2007,1,,12-19-2016,2,,,,,,,,,,,,,,,,,
07-08-2007,1,,12-19-2017,3,,,,,,,,,,,,,,,,,
07-08-2007,1,,12-20-2006,3,,,,,,,,,,,,,,,,,
07-08-2007,1,,12-20-2007,6,,,,,,,,,,,,,,,,,
07-08-2006,1,,12-20-2008,8,,,,,,,,,,,,,,,,,
07-08-2006,1,,12-20-2009,6,,,,,,,,,,,,,,,,,
07-08-2006,1,,12-20-2010,2,,,,,,,,,,,,,,,,,
07-08-2006,1,,12-20-2012,4,,,,,,,,,,,,,,,,,
07-08-2006,1,,12-20-2013,2,,,,,,,,,,,,,,,,,
07-08-2006,1,,12-20-2014,4,,,,,,,,,,,,,,,,,
07-08-2006,1,,12-20-2015,3,,,,,,,,,,,,,,,,,
07-08-2006,1,,12-20-2016,1,,,,,,,,,,,,,,,,,
07-08-2006,1,,12-20-2017,2,,,,,,,,,,,,,,,,,
07-08-2006,1,,12-20-2018,3,,,,,,,,,,,,,,,,,
07-07-2017,1,,12-21-2006,7,,,,,,,,,,,,,,,,,
07-07-2017,1,,12-21-2007,8,,,,,,,,,,,,,,,,,
07-07-2017,1,,12-21-2008,4,,,,,,,,,,,,,,,,,
07-07-2017,1,,12-21-2009,6,,,,,,,,,,,,,,,,,
07-07-2017,1,,12-21-2010,3,,,,,,,,,,,,,,,,,
07-07-2017,1,,12-21-2011,4,,,,,,,,,,,,,,,,,
07-07-2017,1,,12-21-2012,4,,,,,,,,,,,,,,,,,
07-07-2015,1,,12-21-2013,5,,,,,,,,,,,,,,,,,
07-07-2015,1,,12-21-2014,5,,,,,,,,,,,,,,,,,
07-07-2015,1,,12-21-2015,2,,,,,,,,,,,,,,,,,
07-07-2014,1,,12-21-2017,4,,,,,,,,,,,,,,,,,
07-07-2014,1,,12-21-2018,2,,,,,,,,,,,,,,,,,
07-07-2014,1,,12-22-2006,10,,,,,,,,,,,,,,,,,
07-07-2014,1,,12-22-2007,5,,,,,,,,,,,,,,,,,
07-07-2014,1,,12-22-2008,3,,,,,,,,,,,,,,,,,
07-07-2013,1,,12-22-2009,4,,,,,,,,,,,,,,,,,
07-07-2013,1,,12-22-2010,3,,,,,,,,,,,,,,,,,
07-07-2013,1,,12-22-2011,6,,,,,,,,,,,,,,,,,
07-07-2013,1,,12-22-2012,3,,,,,,,,,,,,,,,,,
07-07-2013,1,,12-22-2013,7,,,,,,,,,,,,,,,,,
07-07-2013,1,,12-22-2014,4,,,,,,,,,,,,,,,,,
07-07-2013,1,,12-22-2016,1,,,,,,,,,,,,,,,,,
07-07-2013,1,,12-22-2017,3,,,,,,,,,,,,,,,,,
07-07-2013,1,,12-22-2018,4,,,,,,,,,,,,,,,,,
07-07-2013,1,,12-23-2006,10,,,,,,,,,,,,,,,,,
07-07-2012,1,,12-23-2007,10,,,,,,,,,,,,,,,,,
07-07-2012,1,,12-23-2008,2,,,,,,,,,,,,,,,,,
07-07-2012,1,,12-23-2009,1,,,,,,,,,,,,,,,,,
07-07-2012,1,,12-23-2010,3,,,,,,,,,,,,,,,,,
07-07-2012,1,,12-23-2011,2,,,,,,,,,,,,,,,,,
07-07-2012,1,,12-23-2012,10,,,,,,,,,,,,,,,,,
07-07-2012,1,,12-23-2013,8,,,,,,,,,,,,,,,,,
07-07-2012,1,,12-23-2014,4,,,,,,,,,,,,,,,,,
07-07-2012,1,,12-23-2015,1,,,,,,,,,,,,,,,,,
07-07-2012,1,,12-23-2016,2,,,,,,,,,,,,,,,,,
07-07-2012,1,,12-23-2017,3,,,,,,,,,,,,,,,,,
07-07-2012,1,,12-23-2018,2,,,,,,,,,,,,,,,,,
07-07-2012,1,,12-24-2006,7,,,,,,,,,,,,,,,,,
07-07-2012,1,,12-24-2007,12,,,,,,,,,,,,,,,,,
07-07-2012,1,,12-24-2008,5,,,,,,,,,,,,,,,,,
07-07-2012,1,,12-24-2009,3,,,,,,,,,,,,,,,,,
07-07-2012,1,,12-24-2010,3,,,,,,,,,,,,,,,,,
07-07-2011,1,,12-24-2011,3,,,,,,,,,,,,,,,,,
07-07-2011,1,,12-24-2012,3,,,,,,,,,,,,,,,,,
07-07-2011,1,,12-24-2013,4,,,,,,,,,,,,,,,,,
07-07-2011,1,,12-24-2014,1,,,,,,,,,,,,,,,,,
07-07-2011,1,,12-24-2015,8,,,,,,,,,,,,,,,,,
07-07-2011,1,,12-24-2016,2,,,,,,,,,,,,,,,,,
07-07-2010,1,,12-24-2017,2,,,,,,,,,,,,,,,,,
07-07-2010,1,,12-24-2018,1,,,,,,,,,,,,,,,,,
07-07-2010,1,,12-25-2006,6,,,,,,,,,,,,,,,,,
07-07-2010,1,,12-25-2007,6,,,,,,,,,,,,,,,,,
07-07-2010,1,,12-25-2008,7,,,,,,,,,,,,,,,,,
07-07-2009,1,,12-25-2009,7,,,,,,,,,,,,,,,,,
07-07-2009,1,,12-25-2010,4,,,,,,,,,,,,,,,,,
07-07-2009,1,,12-25-2011,5,,,,,,,,,,,,,,,,,
07-07-2009,1,,12-25-2012,2,,,,,,,,,,,,,,,,,
07-07-2009,1,,12-25-2013,5,,,,,,,,,,,,,,,,,
07-07-2009,1,,12-25-2014,6,,,,,,,,,,,,,,,,,
07-07-2009,1,,12-25-2015,6,,,,,,,,,,,,,,,,,
07-07-2008,1,,12-25-2016,3,,,,,,,,,,,,,,,,,
07-07-2008,1,,12-25-2017,7,,,,,,,,,,,,,,,,,
07-07-2008,1,,12-25-2018,1,,,,,,,,,,,,,,,,,
07-07-2008,1,,12-26-2006,11,,,,,,,,,,,,,,,,,
07-07-2008,1,,12-26-2007,1,,,,,,,,,,,,,,,,,
07-07-2008,1,,12-26-2008,15,,,,,,,,,,,,,,,,,
07-07-2007,1,,12-26-2009,6,,,,,,,,,,,,,,,,,
07-07-2007,1,,12-26-2010,14,,,,,,,,,,,,,,,,,
07-07-2007,1,,12-26-2011,6,,,,,,,,,,,,,,,,,
07-07-2007,1,,12-26-2013,2,,,,,,,,,,,,,,,,,
07-07-2007,1,,12-26-2014,2,,,,,,,,,,,,,,,,,
07-07-2007,1,,12-26-2015,6,,,,,,,,,,,,,,,,,
07-07-2007,1,,12-26-2016,2,,,,,,,,,,,,,,,,,
07-07-2007,1,,12-26-2017,2,,,,,,,,,,,,,,,,,
07-07-2006,1,,12-26-2018,3,,,,,,,,,,,,,,,,,
07-07-2006,1,,12-27-2006,4,,,,,,,,,,,,,,,,,
07-07-2006,1,,12-27-2007,2,,,,,,,,,,,,,,,,,
07-07-2006,1,,12-27-2008,9,,,,,,,,,,,,,,,,,
07-07-2006,1,,12-27-2009,5,,,,,,,,,,,,,,,,,
07-06-2016,1,,12-27-2010,3,,,,,,,,,,,,,,,,,
07-06-2014,1,,12-27-2011,8,,,,,,,,,,,,,,,,,
07-06-2014,1,,12-27-2012,3,,,,,,,,,,,,,,,,,
07-06-2014,1,,12-27-2013,2,,,,,,,,,,,,,,,,,
07-06-2014,1,,12-27-2014,5,,,,,,,,,,,,,,,,,
07-06-2014,1,,12-27-2015,1,,,,,,,,,,,,,,,,,
07-06-2014,1,,12-27-2016,2,,,,,,,,,,,,,,,,,
07-06-2014,1,,12-28-2006,5,,,,,,,,,,,,,,,,,
07-06-2014,1,,12-28-2007,1,,,,,,,,,,,,,,,,,
07-06-2014,1,,12-28-2008,12,,,,,,,,,,,,,,,,,
07-06-2014,1,,12-28-2009,4,,,,,,,,,,,,,,,,,
07-06-2014,1,,12-28-2010,6,,,,,,,,,,,,,,,,,
07-06-2014,1,,12-28-2011,1,,,,,,,,,,,,,,,,,
07-06-2014,1,,12-28-2012,2,,,,,,,,,,,,,,,,,
07-06-2014,1,,12-28-2013,2,,,,,,,,,,,,,,,,,
07-06-2014,1,,12-28-2014,9,,,,,,,,,,,,,,,,,
07-06-2014,1,,12-28-2015,6,,,,,,,,,,,,,,,,,
07-06-2014,1,,12-28-2016,1,,,,,,,,,,,,,,,,,
07-06-2014,1,,12-28-2017,3,,,,,,,,,,,,,,,,,
07-06-2013,1,,12-28-2018,5,,,,,,,,,,,,,,,,,
07-06-2013,1,,12-29-2006,4,,,,,,,,,,,,,,,,,
07-06-2013,1,,12-29-2007,2,,,,,,,,,,,,,,,,,
07-06-2013,1,,12-29-2008,7,,,,,,,,,,,,,,,,,
07-06-2013,1,,12-29-2009,5,,,,,,,,,,,,,,,,,
07-06-2013,1,,12-29-2010,3,,,,,,,,,,,,,,,,,
07-06-2012,1,,12-29-2011,1,,,,,,,,,,,,,,,,,
07-06-2012,1,,12-29-2012,9,,,,,,,,,,,,,,,,,
07-06-2012,1,,12-29-2013,3,,,,,,,,,,,,,,,,,
07-06-2012,1,,12-29-2014,5,,,,,,,,,,,,,,,,,
07-06-2012,1,,12-29-2015,2,,,,,,,,,,,,,,,,,
07-06-2012,1,,12-29-2016,2,,,,,,,,,,,,,,,,,
07-06-2011,1,,12-29-2017,4,,,,,,,,,,,,,,,,,
07-06-2011,1,,12-30-2006,7,,,,,,,,,,,,,,,,,
07-06-2011,1,,12-30-2007,8,,,,,,,,,,,,,,,,,
07-06-2011,1,,12-30-2008,7,,,,,,,,,,,,,,,,,
07-06-2011,1,,12-30-2009,1,,,,,,,,,,,,,,,,,
07-06-2010,1,,12-30-2010,4,,,,,,,,,,,,,,,,,
07-06-2010,1,,12-30-2011,3,,,,,,,,,,,,,,,,,
07-06-2009,1,,12-30-2012,3,,,,,,,,,,,,,,,,,
07-06-2009,1,,12-30-2013,3,,,,,,,,,,,,,,,,,
07-06-2009,1,,12-30-2014,4,,,,,,,,,,,,,,,,,
07-06-2009,1,,12-30-2015,6,,,,,,,,,,,,,,,,,
07-06-2009,1,,12-30-2016,2,,,,,,,,,,,,,,,,,
07-06-2009,1,,12-30-2018,3,,,,,,,,,,,,,,,,,
07-06-2009,1,,12-31-2006,10,,,,,,,,,,,,,,,,,
07-06-2009,1,,12-31-2007,2,,,,,,,,,,,,,,,,,
07-06-2009,1,,12-31-2008,6,,,,,,,,,,,,,,,,,
07-06-2008,1,,12-31-2009,9,,,,,,,,,,,,,,,,,
07-06-2008,1,,12-31-2010,10,,,,,,,,,,,,,,,,,
07-06-2008,1,,12-31-2011,16,,,,,,,,,,,,,,,,,
07-06-2008,1,,12-31-2012,3,,,,,,,,,,,,,,,,,
07-06-2008,1,,12-31-2013,2,,,,,,,,,,,,,,,,,
07-06-2008,1,,12-31-2014,3,,,,,,,,,,,,,,,,,
07-06-2008,1,,12-31-2015,5,,,,,,,,,,,,,,,,,
07-06-2008,1,,12-31-2016,6,,,,,,,,,,,,,,,,,
07-06-2008,1,,12-31-2017,3,,,,,,,,,,,,,,,,,
07-06-2008,1,,12-31-2018,2,,,,,,,,,,,,,,,,,
07-06-2008,1,,,,,,,,,,,,,,,,,,,,
07-06-2008,1,,,,,,,,,,,,,,,,,,,,
07-06-2008,1,,,,,,,,,,,,,,,,,,,,
07-06-2007,1,,,,,,,,,,,,,,,,,,,,
07-06-2007,1,,,,,,,,,,,,,,,,,,,,
07-06-2007,1,,,,,,,,,,,,,,,,,,,,
07-06-2007,1,,,,,,,,,,,,,,,,,,,,
07-06-2007,1,,,,,,,,,,,,,,,,,,,,
07-06-2006,1,,,,,,,,,,,,,,,,,,,,
07-06-2006,1,,,,,,,,,,,,,,,,,,,,
07-06-2006,1,,,,,,,,,,,,,,,,,,,,
07-06-2006,1,,,,,,,,,,,,,,,,,,,,
07-05-2017,1,,,,,,,,,,,,,,,,,,,,
07-05-2017,1,,,,,,,,,,,,,,,,,,,,
07-05-2017,1,,,,,,,,,,,,,,,,,,,,
07-05-2017,1,,,,,,,,,,,,,,,,,,,,
07-05-2017,1,,,,,,,,,,,,,,,,,,,,
07-05-2017,1,,,,,,,,,,,,,,,,,,,,
07-05-2017,1,,,,,,,,,,,,,,,,,,,,
07-05-2017,1,,,,,,,,,,,,,,,,,,,,
07-05-2016,1,,,,,,,,,,,,,,,,,,,,
07-05-2016,1,,,,,,,,,,,,,,,,,,,,
07-05-2016,1,,,,,,,,,,,,,,,,,,,,
07-05-2015,1,,,,,,,,,,,,,,,,,,,,
07-05-2015,1,,,,,,,,,,,,,,,,,,,,
07-05-2015,1,,,,,,,,,,,,,,,,,,,,
07-05-2015,1,,,,,,,,,,,,,,,,,,,,
07-05-2014,1,,,,,,,,,,,,,,,,,,,,
07-05-2014,1,,,,,,,,,,,,,,,,,,,,
07-05-2014,1,,,,,,,,,,,,,,,,,,,,
07-05-2014,1,,,,,,,,,,,,,,,,,,,,
07-05-2014,1,,,,,,,,,,,,,,,,,,,,
07-05-2013,1,,,,,,,,,,,,,,,,,,,,
07-05-2013,1,,,,,,,,,,,,,,,,,,,,
07-05-2013,1,,,,,,,,,,,,,,,,,,,,
07-05-2013,1,,,,,,,,,,,,,,,,,,,,
07-05-2013,1,,,,,,,,,,,,,,,,,,,,
07-05-2013,1,,,,,,,,,,,,,,,,,,,,
07-05-2013,1,,,,,,,,,,,,,,,,,,,,
07-05-2013,1,,,,,,,,,,,,,,,,,,,,
07-05-2013,1,,,,,,,,,,,,,,,,,,,,
07-05-2013,1,,,,,,,,,,,,,,,,,,,,
07-05-2013,1,,,,,,,,,,,,,,,,,,,,
07-05-2013,1,,,,,,,,,,,,,,,,,,,,
07-05-2013,1,,,,,,,,,,,,,,,,,,,,
07-05-2012,1,,,,,,,,,,,,,,,,,,,,
07-05-2012,1,,,,,,,,,,,,,,,,,,,,
07-05-2012,1,,,,,,,,,,,,,,,,,,,,
07-05-2012,1,,,,,,,,,,,,,,,,,,,,
07-05-2012,1,,,,,,,,,,,,,,,,,,,,
07-05-2012,1,,,,,,,,,,,,,,,,,,,,
07-05-2012,1,,,,,,,,,,,,,,,,,,,,
07-05-2012,1,,,,,,,,,,,,,,,,,,,,
07-05-2012,1,,,,,,,,,,,,,,,,,,,,
07-05-2012,1,,,,,,,,,,,,,,,,,,,,
07-05-2012,1,,,,,,,,,,,,,,,,,,,,
07-05-2012,1,,,,,,,,,,,,,,,,,,,,
07-05-2011,1,,,,,,,,,,,,,,,,,,,,
07-05-2011,1,,,,,,,,,,,,,,,,,,,,
07-05-2011,1,,,,,,,,,,,,,,,,,,,,
07-05-2011,1,,,,,,,,,,,,,,,,,,,,
07-05-2011,1,,,,,,,,,,,,,,,,,,,,
07-05-2011,1,,,,,,,,,,,,,,,,,,,,
07-05-2011,1,,,,,,,,,,,,,,,,,,,,
07-05-2011,1,,,,,,,,,,,,,,,,,,,,
07-05-2011,1,,,,,,,,,,,,,,,,,,,,
07-05-2011,1,,,,,,,,,,,,,,,,,,,,
07-05-2011,1,,,,,,,,,,,,,,,,,,,,
07-05-2011,1,,,,,,,,,,,,,,,,,,,,
07-05-2011,1,,,,,,,,,,,,,,,,,,,,
07-05-2011,1,,,,,,,,,,,,,,,,,,,,
07-05-2011,1,,,,,,,,,,,,,,,,,,,,
07-05-2011,1,,,,,,,,,,,,,,,,,,,,
07-05-2011,1,,,,,,,,,,,,,,,,,,,,
07-05-2010,1,,,,,,,,,,,,,,,,,,,,
07-05-2010,1,,,,,,,,,,,,,,,,,,,,
07-05-2010,1,,,,,,,,,,,,,,,,,,,,
07-05-2010,1,,,,,,,,,,,,,,,,,,,,
07-05-2010,1,,,,,,,,,,,,,,,,,,,,
07-05-2010,1,,,,,,,,,,,,,,,,,,,,
07-05-2010,1,,,,,,,,,,,,,,,,,,,,
07-05-2010,1,,,,,,,,,,,,,,,,,,,,
07-05-2010,1,,,,,,,,,,,,,,,,,,,,
07-05-2010,1,,,,,,,,,,,,,,,,,,,,
07-05-2010,1,,,,,,,,,,,,,,,,,,,,
07-05-2009,1,,,,,,,,,,,,,,,,,,,,
07-05-2009,1,,,,,,,,,,,,,,,,,,,,
07-05-2009,1,,,,,,,,,,,,,,,,,,,,
07-05-2009,1,,,,,,,,,,,,,,,,,,,,
07-05-2009,1,,,,,,,,,,,,,,,,,,,,
07-05-2009,1,,,,,,,,,,,,,,,,,,,,
07-05-2009,1,,,,,,,,,,,,,,,,,,,,
07-05-2009,1,,,,,,,,,,,,,,,,,,,,
07-05-2008,1,,,,,,,,,,,,,,,,,,,,
07-05-2008,1,,,,,,,,,,,,,,,,,,,,
07-05-2008,1,,,,,,,,,,,,,,,,,,,,
07-05-2008,1,,,,,,,,,,,,,,,,,,,,
07-05-2008,1,,,,,,,,,,,,,,,,,,,,
07-05-2008,1,,,,,,,,,,,,,,,,,,,,
07-05-2008,1,,,,,,,,,,,,,,,,,,,,
07-05-2008,1,,,,,,,,,,,,,,,,,,,,
07-05-2008,1,,,,,,,,,,,,,,,,,,,,
07-05-2008,1,,,,,,,,,,,,,,,,,,,,
07-05-2008,1,,,,,,,,,,,,,,,,,,,,
07-05-2008,1,,,,,,,,,,,,,,,,,,,,
07-05-2008,1,,,,,,,,,,,,,,,,,,,,
07-05-2008,1,,,,,,,,,,,,,,,,,,,,
07-05-2008,1,,,,,,,,,,,,,,,,,,,,
07-05-2008,1,,,,,,,,,,,,,,,,,,,,
07-05-2008,1,,,,,,,,,,,,,,,,,,,,
07-05-2007,1,,,,,,,,,,,,,,,,,,,,
07-05-2007,1,,,,,,,,,,,,,,,,,,,,
07-05-2007,1,,,,,,,,,,,,,,,,,,,,
07-05-2007,1,,,,,,,,,,,,,,,,,,,,
